id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
JP-2023523992-A,Accurate picture of the graphical user interface that allows data transfer ,,,30/04/2020,29/04/2021,08/06/2023,,https://patents.google.com/patent/JP2023523992A/en,https://patentimages.storage.googleapis.com/e0/17/5e/07d89a90aef85f/2023523992000002.png
JP-2023100837-A,Methods and systems for controlling access and integrity to resources on blockchain ,,,09/03/2018,02/05/2023,19/07/2023,,https://patents.google.com/patent/JP2023100837A/en,https://patentimages.storage.googleapis.com/dd/13/bc/a3265a4943637a/2023100837000034.png
JP-2023065602-A,Decision making system and method that is implemented by computer ,,,18/01/2018,03/03/2023,12/05/2023,,https://patents.google.com/patent/JP2023065602A/en,https://patentimages.storage.googleapis.com/7c/52/47/8dbb2914169b30/2023065602000007.png
JP-2020533859-A,Methods and Devices for Increasing Blockchain Entropy Using Blinded Consequential Diversification ,,,15/09/2017,11/09/2018,19/11/2020,,https://patents.google.com/patent/JP2020533859A/en,https://patentimages.storage.googleapis.com/74/9d/49/d9e002e3e82d5b/2020533859-14.png
JP-2021507586-A,A device for storing digital keys for signing transactions on the blockchain ,,,14/12/2017,12/12/2018,22/02/2021,,https://patents.google.com/patent/JP2021507586A/en,
JP-2020522922-A,Method and system for selectively using network coding to propagate transactions in a blockchain network ,,,09/06/2017,04/06/2018,30/07/2020,,https://patents.google.com/patent/JP2020522922A/en,https://patentimages.storage.googleapis.com/3f/e1/d4/bd250efdd4cd8a/2020522922-7.png
JP-2021528720-A,Distributed database structure for anonymous information exchange ,,,15/06/2018,17/06/2019,21/10/2021,,https://patents.google.com/patent/JP2021528720A/en,https://patentimages.storage.googleapis.com/6e/ce/9a/c4e2c119a85a55/2021528720-3.png
JP-2022501712-A,Field-based peer permissions in blockchain networks ,,,19/09/2018,18/09/2019,06/01/2022,,https://patents.google.com/patent/JP2022501712A/en,https://patentimages.storage.googleapis.com/96/7a/92/3eb2d3038e7d01/2022501712-3.png
JP-2020129794-A,Method and system for low power wide area network ,,,07/02/2019,30/01/2020,27/08/2020,,https://patents.google.com/patent/JP2020129794A/en,
JP-2022527610-A,Methods and equipment for propagating blocks in blockchain networks ,,,12/04/2019,09/04/2020,02/06/2022,,https://patents.google.com/patent/JP2022527610A/en,https://patentimages.storage.googleapis.com/69/50/e5/1fe7847b3cedf5/2022527610000011.png
JP-2022527611-A,Short transaction identifier Collision detection and arbitration ,,,12/04/2019,10/04/2020,02/06/2022,,https://patents.google.com/patent/JP2022527611A/en,https://patentimages.storage.googleapis.com/f8/c4/d1/a14704d2957191/2022527611000015.png
JP-2022540896-A,Systems and methods for securing devices in computing environments ,,,17/07/2019,17/07/2020,20/09/2022,,https://patents.google.com/patent/JP2022540896A/en,https://patentimages.storage.googleapis.com/75/33/b8/c255c762a1ba47/2022540896000002.png
JP-2021513254-A,Systems and methods for secure access control implemented by blockchain ,,,09/02/2018,01/02/2019,20/05/2021,,https://patents.google.com/patent/JP2021513254A/en,https://patentimages.storage.googleapis.com/43/63/d6/5b26b7f91cd479/2021513254-4.png
JP-6902151-B1,Blockchain-based multi-node authentication method and equipment for executing this multi-node authentication method ,,,17/01/2020,19/11/2020,14/07/2021,14/07/2021,https://patents.google.com/patent/JP6902151B1/en,https://patentimages.storage.googleapis.com/56/d0/6a/f808d6a6969b02/0006902151-2.png
JP-2022553059-A,How to use blockchain ,,,24/10/2019,12/10/2020,21/12/2022,,https://patents.google.com/patent/JP2022553059A/en,https://patentimages.storage.googleapis.com/8e/81/3b/7a10f17fc57cf5/2022553059000050.png
JP-2023506426-A,Systems or methods for proving assets using blockchain and collected asset and device information ,,,13/12/2019,10/12/2020,16/02/2023,,https://patents.google.com/patent/JP2023506426A/en,https://patentimages.storage.googleapis.com/d7/98/15/23c0618070d2eb/2023506426000002.png
JP-2022177183-A,Method and device for increasing entropy of blockchain using blinded outcome diversification ,,,15/09/2017,20/09/2022,30/11/2022,,https://patents.google.com/patent/JP2022177183A/en,https://patentimages.storage.googleapis.com/fb/2a/74/77db6ece906812/2022177183000013.png
JP-2019161580-A,"Data transmission device, data transmission/reception system, data reception device, data transmission method, and program ",,,16/03/2018,16/03/2018,19/09/2019,,https://patents.google.com/patent/JP2019161580A/en,https://patentimages.storage.googleapis.com/2e/73/ba/55412f3e953eca/2019161580-3.png
JP-2022553963-A,Synchronous processing method and related device ,,,24/03/2020,05/02/2021,27/12/2022,,https://patents.google.com/patent/JP2022553963A/en,https://patentimages.storage.googleapis.com/5c/96/34/23b30c76c8885d/2022553963000002.png
JP-2022534677-A,Protecting online applications and web pages that use blockchain ,,,30/05/2019,28/05/2020,03/08/2022,,https://patents.google.com/patent/JP2022534677A/en,https://patentimages.storage.googleapis.com/4f/5c/a0/72d5203237ee03/2022534677000002.png
JP-2022532764-A,Systems and methods for deparallelized mining in proof of work blockchain networks ,,,16/05/2019,28/04/2020,19/07/2022,,https://patents.google.com/patent/JP2022532764A/en,https://patentimages.storage.googleapis.com/a3/51/d4/9656a3fca16cf4/2022532764000026.png
JP-2023535040-A,Master key escrow process ,,,23/07/2020,23/07/2021,15/08/2023,,https://patents.google.com/patent/JP2023535040A/en,
JP-2021532427-A,Decentralized automatic phone fraud risk management ,,,11/10/2019,11/10/2019,25/11/2021,,https://patents.google.com/patent/JP2021532427A/en,https://patentimages.storage.googleapis.com/ac/23/1f/f0521f0279c273/2021532427-3.png
JP-6630425-B1,Power trading history generation system ,,,03/12/2018,03/12/2018,15/01/2020,15/01/2020,https://patents.google.com/patent/JP6630425B1/en,
JP-2021505049-A,Payment card verification ,,,27/11/2017,16/11/2018,15/02/2021,,https://patents.google.com/patent/JP2021505049A/en,https://patentimages.storage.googleapis.com/1d/e0/52/75e7966fd9ed69/2021505049-3.png
JP-2022526934-A,Validation of memory commands based on blockchain ,,,25/03/2019,23/03/2020,27/05/2022,,https://patents.google.com/patent/JP2022526934A/en,https://patentimages.storage.googleapis.com/4c/bd/65/dcbe17d3f8fb90/2022526934000002.png
JP-2022526038-A,Automatic prediction of the usefulness of concrete for at least one purpose at a construction site ,,,03/04/2019,20/03/2020,20/05/2022,,https://patents.google.com/patent/JP2022526038A/en,https://patentimages.storage.googleapis.com/c0/bd/3b/ced58301c0f619/2022526038000002.png
JP-WO2021090838-A1,"Artwork trading methods, trading equipment, and programs ",,,08/11/2019,04/11/2020,02/12/2021,,https://patents.google.com/patent/JPWO2021090838A1/en,https://patentimages.storage.googleapis.com/8c/b7/4c/06745d6e504657/2021090838-3.png
JP-2021531689-A,Computer-implemented systems and methods for asset mixing ,,,23/07/2018,17/07/2019,18/11/2021,,https://patents.google.com/patent/JP2021531689A/en,https://patentimages.storage.googleapis.com/ab/af/1b/72f6b21487ae3d/2021531689-17.png
JP-2021530930-A,Methods for the storage and utilization of genomes and genomic information ,,,17/07/2018,16/07/2019,11/11/2021,,https://patents.google.com/patent/JP2021530930A/en,https://patentimages.storage.googleapis.com/ae/c0/44/df2cda91225a42/2021530930-7.png
JP-2022548553-A,Run programs from blockchain ,,,12/09/2019,19/08/2020,21/11/2022,,https://patents.google.com/patent/JP2022548553A/en,https://patentimages.storage.googleapis.com/cf/33/e6/27624651abdc44/2022548553000007.png
JP-2021087100-A,"Management server, document file management system, document file management method, and document file management program ",,,27/11/2019,27/11/2019,03/06/2021,,https://patents.google.com/patent/JP2021087100A/en,https://patentimages.storage.googleapis.com/18/57/ba/6977493e257617/2021087100-3.png
JP-2022500920-A,Systems and methods for sharing common secrets implemented by computers ,,,21/09/2018,11/09/2019,04/01/2022,,https://patents.google.com/patent/JP2022500920A/en,https://patentimages.storage.googleapis.com/7b/16/c9/68d0e0822361a5/2022500920-50.png
JP-WO2020054612-A1,Transaction audit system ,,,11/09/2018,06/09/2019,30/08/2021,,https://patents.google.com/patent/JPWO2020054612A1/en,https://patentimages.storage.googleapis.com/6d/ed/c1/c4b46edad3765a/2020054612-3.png
JP-2020077078-A,Ticket system ,,,06/11/2018,06/11/2018,21/05/2020,,https://patents.google.com/patent/JP2020077078A/en,https://patentimages.storage.googleapis.com/3f/69/c7/a67341ed89f8d2/2020077078-3.png
JP-2015515073-A,Packaged digital rights messaging ,,,27/04/2012,29/04/2013,21/05/2015,,https://patents.google.com/patent/JP2015515073A/en,https://patentimages.storage.googleapis.com/7a/89/79/cfed649c7caf4c/2015515073-3.png
JP-2020035040-A,"Provision device, processing system, and communication method ",,,28/08/2018,28/08/2018,05/03/2020,,https://patents.google.com/patent/JP2020035040A/en,https://patentimages.storage.googleapis.com/c0/3a/27/7e4520bef63f65/2020035040-3.png
JP-2020091515-A,"Method, computer, system and program for implementing P2P insurance ",,,03/12/2018,03/12/2018,11/06/2020,,https://patents.google.com/patent/JP2020091515A/en,
JP-2020129316-A,"Information service system, information service device, and information service method ",,,12/02/2019,12/02/2019,27/08/2020,,https://patents.google.com/patent/JP2020129316A/en,https://patentimages.storage.googleapis.com/57/09/cd/af755d4b680e29/2020129316-3.png
JP-2021530172-A,Computer-implemented systems and methods for controlling the processing steps of distributed systems ,,,19/07/2018,15/07/2019,04/11/2021,,https://patents.google.com/patent/JP2021530172A/en,https://patentimages.storage.googleapis.com/af/ef/9d/654d601e304e50/2021530172-10.png
JP-2021533708-A,Methods and systems for proof of election on the blockchain ,,,02/08/2018,01/08/2019,02/12/2021,,https://patents.google.com/patent/JP2021533708A/en,https://patentimages.storage.googleapis.com/ae/f7/a7/663617a33f58c2/2021533708-3.png
JP-2022520141-A,Methods and systems for efficiently processing the high transaction processing volume required by DApp on the blockchain ,,,05/11/2018,05/11/2018,29/03/2022,,https://patents.google.com/patent/JP2022520141A/en,https://patentimages.storage.googleapis.com/fd/af/7c/00cab6d750fe7d/2022520141000002.png
JP-2021086361-A,Power transaction system and power transaction method ,,,27/11/2019,27/11/2019,03/06/2021,,https://patents.google.com/patent/JP2021086361A/en,https://patentimages.storage.googleapis.com/74/cb/44/97135ace4bb334/2021086361-3.png
JP-2022512220-A,Use of virtual blockchain protocol to carry out fair electronic exchange ,,,10/12/2018,10/12/2019,02/02/2022,,https://patents.google.com/patent/JP2022512220A/en,https://patentimages.storage.googleapis.com/68/fb/f4/709a0d423f08d8/2022512220000002.png
JP-2021015387-A,Smart contract system and program ,,,11/07/2019,11/07/2019,12/02/2021,,https://patents.google.com/patent/JP2021015387A/en,https://patentimages.storage.googleapis.com/80/ab/dc/ba01ffff748747/2021015387-3.png
JP-2022549873-A,Time-Locked Blockchain Transactions and Related Blockchain Technologies ,,,27/09/2019,17/09/2020,29/11/2022,,https://patents.google.com/patent/JP2022549873A/en,https://patentimages.storage.googleapis.com/c6/42/fc/260e2eebd9bc5e/2022549873000027.png
JP-2023501905-A,Data structures for efficient data validation ,,,24/10/2019,12/10/2020,20/01/2023,,https://patents.google.com/patent/JP2023501905A/en,https://patentimages.storage.googleapis.com/99/c5/29/49937283d1fd48/2023501905000048.png
JP-2023518004-A,Revoking network access ,,,13/03/2020,12/02/2021,27/04/2023,,https://patents.google.com/patent/JP2023518004A/en,https://patentimages.storage.googleapis.com/8d/f9/ae/5f18b466e259a6/2023518004000002.png
JP-2023522673-A,"Traffic accident processing method, equipment and storage medium ",,,15/04/2020,23/03/2021,31/05/2023,,https://patents.google.com/patent/JP2023522673A/en,https://patentimages.storage.googleapis.com/90/f2/5f/bc4c2527692761/2023522673000002.png
JP-2021179993-A,System for managing asset dynamic value based on block chain and method therefor ,,,15/05/2020,14/05/2021,18/11/2021,,https://patents.google.com/patent/JP2021179993A/en,https://patentimages.storage.googleapis.com/db/5e/97/068c73c3e3989d/2021179993-3.png
JP-2023524107-A,Decentralized privacy-preserving rewards with encrypted black-box accumulators ,,,29/04/2020,29/04/2021,08/06/2023,,https://patents.google.com/patent/JP2023524107A/en,https://patentimages.storage.googleapis.com/90/ea/ae/e576efbf2d8461/2023524107000056.png
JP-2021028827-A,"Program, challenge supporting system, challenge support method, and terminal ",,,09/08/2019,07/09/2020,25/02/2021,,https://patents.google.com/patent/JP2021028827A/en,https://patentimages.storage.googleapis.com/1e/89/4a/ee9c5d87398dc1/2021028827-3.png
JP-2017059164-A,Transaction system using virtual currency ,,,18/09/2015,18/09/2015,23/03/2017,,https://patents.google.com/patent/JP2017059164A/en,
JP-2022549001-A,divisible token ,,,24/09/2019,01/09/2020,22/11/2022,,https://patents.google.com/patent/JP2022549001A/en,https://patentimages.storage.googleapis.com/a5/84/30/2083d3c009e3cb/2022549001000036.png
JP-2022551623-A,Blockchain data search method ,,,07/10/2019,26/08/2020,12/12/2022,,https://patents.google.com/patent/JP2022551623A/en,https://patentimages.storage.googleapis.com/6d/be/34/cce138f352e598/2022551623000002.png
JP-2020161092-A,Inter-system cooperation method and node ,,,28/03/2019,28/03/2019,01/10/2020,,https://patents.google.com/patent/JP2020161092A/en,https://patentimages.storage.googleapis.com/c8/ed/30/10b4a9659c6f83/2020161092-3.png
JP-2019146137-A,"Method for verifying transaction in blockchain network, and node for constituting the network ",,,10/03/2018,10/03/2018,29/08/2019,,https://patents.google.com/patent/JP2019146137A/en,https://patentimages.storage.googleapis.com/28/97/be/fad344d01103d2/2019146137-3.png
JP-2021513253-A,Systems and methods for transferring resources using blockchain ,,,08/02/2018,01/02/2019,20/05/2021,,https://patents.google.com/patent/JP2021513253A/en,https://patentimages.storage.googleapis.com/7f/d2/ec/250ed878ff1a14/2021513253-3.png
JP-6842025-B1,"Nodes, trading systems, processing methods, programs and blockchain networks ",,,19/03/2020,25/05/2020,17/03/2021,17/03/2021,https://patents.google.com/patent/JP6842025B1/en,
JP-6762057-B1,Video / image content posting management system in SNS ,,,20/05/2020,20/05/2020,30/09/2020,30/09/2020,https://patents.google.com/patent/JP6762057B1/en,
JP-2022525251-A,Protocol to validate blockchain transactions ,,,24/05/2019,23/04/2020,11/05/2022,,https://patents.google.com/patent/JP2022525251A/en,https://patentimages.storage.googleapis.com/6c/6e/4a/e469b8207fa063/2022525251000017.png
JP-2019106612-A,Cryptocurrency mining system ,,,12/12/2017,12/12/2017,27/06/2019,,https://patents.google.com/patent/JP2019106612A/en,https://patentimages.storage.googleapis.com/cf/94/3d/846f6c85ee3ccf/2019106612-3.png
